session,session_start_text,session_end_text,clickouts,booking
2.01705E+13,11:29:01,11:32:04,4,0
2.01705E+13,14:43:00,14:46:27,1,0
2.01705E+13,21:35:32,21:37:53,4,0
2.01705E+13,15:31:18,15:34:42,3,0
2.01705E+13,23:01:56,23:04:46,2,0
2.01705E+13,10:39:14,10:43:37,3,0
2.01705E+13,16:58:10,16:59:34,2,0
2.01705E+13,20:54:29,20:56:34,3,0
2.01705E+13,10:21:20,10:24:58,3,0
2.01705E+13,11:19:34,11:25:00,4,0
2.01705E+13,03:38:03,03:41:26,3,0
2.01705E+13,18:42:35,18:44:04,1,0
2.01705E+13,17:26:56,17:30:00,1,0
2.01705E+13,08:19:13,08:23:49,5,1
2.01705E+13,06:31:14,06:34:17,1,0
2.01705E+13,20:40:03,20:43:39,3,0
2.01705E+13,10:31:53,10:34:20,2,0
2.01705E+13,19:13:09,19:16:47,2,1
2.01705E+13,10:31:44,10:33:38,4,0
2.01705E+13,17:17:29,17:19:42,1,0
2.01705E+13,02:48:17,02:52:05,2,1
2.01705E+13,00:06:46,00:09:23,3,0
2.01705E+13,12:21:53,12:25:15,1,0
2.01705E+13,22:35:40,22:39:16,3,0
2.01705E+13,02:33:00,02:36:37,4,0
2.01705E+13,04:19:24,04:22:35,3,0
2.01705E+13,18:16:39,18:21:43,3,0
2.01705E+13,21:42:04,21:46:37,4,0
2.01705E+13,20:15:41,20:17:52,3,0
2.01705E+13,11:18:55,11:22:37,2,1
2.01705E+13,04:19:00,04:23:01,3,0
2.01705E+13,00:44:48,00:48:23,3,0
2.01705E+13,15:48:22,15:49:39,3,0
2.01705E+13,03:22:15,03:25:41,0,0
2.01705E+13,05:27:08,05:30:25,3,0
2.01705E+13,13:23:00,13:25:33,2,0
2.01705E+13,12:00:37,12:04:30,1,0
2.01705E+13,02:16:29,02:19:42,2,0
2.01705E+13,13:56:58,14:00:10,4,0
2.01705E+13,23:08:31,23:08:40,2,0
2.01705E+13,02:02:10,02:06:11,2,0
2.01705E+13,14:03:57,14:06:50,2,0
2.01705E+13,10:44:31,10:46:47,4,0
2.01705E+13,14:59:53,15:01:55,2,0
2.01705E+13,05:41:43,05:44:19,3,1
2.01705E+13,14:58:02,15:02:19,3,0
2.01705E+13,19:45:55,19:49:31,3,0
2.01705E+13,04:43:11,04:46:40,1,0
2.01705E+13,07:18:55,07:22:50,3,1
2.01705E+13,01:27:36,01:30:07,4,0
2.01705E+13,07:12:48,07:15:44,0,0
2.01705E+13,02:27:57,02:29:57,1,0
2.01705E+13,11:34:52,11:36:03,3,0
2.01705E+13,13:45:50,13:48:57,2,0
2.01705E+13,19:00:41,19:03:09,2,0
2.01705E+13,22:43:34,22:47:16,1,0
2.01705E+13,22:55:56,22:59:46,2,0
2.01705E+13,04:39:24,04:42:24,2,0
2.01705E+13,02:00:41,02:03:59,2,0
2.01705E+13,00:02:21,00:05:49,2,0
2.01705E+13,22:35:51,22:36:19,2,0
2.01705E+13,23:02:55,23:05:19,2,0
2.01705E+13,09:29:54,09:32:03,3,1
2.01705E+13,12:18:30,12:22:10,2,0
2.01705E+13,11:14:30,11:17:29,2,0
2.01705E+13,04:50:35,04:54:30,3,0
2.01705E+13,20:56:28,20:57:58,2,1
2.01705E+13,15:00:48,15:03:50,3,0
2.01705E+13,08:07:24,08:10:06,2,1
2.01705E+13,03:04:13,03:05:58,2,0
2.01705E+13,21:26:57,21:29:22,4,0
2.01705E+13,12:08:44,12:10:43,3,0
2.01705E+13,03:36:37,03:40:20,2,0
2.01705E+13,10:31:59,10:35:12,3,0
2.01705E+13,11:47:30,11:49:57,4,0
2.01705E+13,19:59:44,20:02:30,3,0
2.01705E+13,11:44:18,11:46:44,3,0
2.01705E+13,11:13:01,11:15:37,1,0
2.01705E+13,14:02:36,14:04:00,2,0
2.01705E+13,17:17:35,17:21:22,2,0
2.01705E+13,16:11:45,16:13:08,2,0
2.01705E+13,07:24:16,07:26:53,3,0
2.01705E+13,06:42:54,06:46:36,2,0
2.01705E+13,18:49:47,18:52:13,2,0
2.01705E+13,14:27:00,14:30:13,1,0
2.01705E+13,04:55:42,04:57:40,4,0
2.01705E+13,01:50:16,01:53:47,2,1
2.01705E+13,08:23:05,08:27:29,1,0
2.01705E+13,23:05:30,23:08:56,3,0
2.01705E+13,02:14:45,02:18:27,3,0
2.01705E+13,06:40:03,06:44:43,2,0
2.01705E+13,09:50:11,09:52:24,2,0
2.01705E+13,03:04:54,03:08:07,3,0
2.01705E+13,21:00:27,21:04:02,2,0
2.01705E+13,07:10:03,07:16:02,3,0
2.01705E+13,14:39:14,14:42:13,3,0
2.01705E+13,05:11:46,05:16:11,3,0
2.01705E+13,22:49:12,22:51:10,4,0
2.01705E+13,04:00:43,04:04:20,2,0
2.01705E+13,08:19:07,08:22:11,3,0
2.01705E+13,13:41:20,13:44:53,1,0
2.01705E+13,01:52:47,01:56:32,2,0
2.01705E+13,22:49:39,22:52:17,3,0
2.01705E+13,06:52:38,06:53:19,2,0
2.01705E+13,13:09:03,13:12:43,2,1
2.01705E+13,21:25:52,21:28:33,2,0
2.01705E+13,17:19:33,17:23:26,2,0
2.01705E+13,15:09:44,15:13:58,2,0
2.01705E+13,23:53:44,23:58:10,3,0
2.01705E+13,14:10:15,14:12:12,1,0
2.01705E+13,19:52:00,19:55:11,1,0
2.01705E+13,16:29:53,16:34:04,3,0
2.01705E+13,13:17:10,13:20:19,3,0
2.01705E+13,09:36:47,09:38:17,3,0
2.01705E+13,19:15:47,19:16:19,3,0
2.01705E+13,16:42:50,16:44:25,2,0
2.01705E+13,19:59:31,20:02:56,3,0
2.01705E+13,16:41:34,16:45:43,1,0
2.01705E+13,03:06:33,03:08:02,3,0
2.01705E+13,01:29:34,01:32:23,1,0
2.01705E+13,09:31:02,09:33:22,3,0
2.01705E+13,10:15:30,10:21:21,3,0
2.01705E+13,05:53:18,05:56:04,2,0
2.01705E+13,01:43:19,01:45:03,2,0
2.01705E+13,20:30:54,20:34:03,2,0
2.01705E+13,22:41:14,22:44:51,1,0
2.01705E+13,02:01:29,02:04:44,4,0
2.01705E+13,03:18:16,03:21:25,3,0
2.01705E+13,20:00:41,20:03:49,2,0
2.01705E+13,13:04:18,13:06:04,2,0
2.01705E+13,22:44:37,22:48:06,2,0
2.01705E+13,01:00:04,01:03:45,2,0
2.01705E+13,03:51:39,03:53:52,2,0
2.01705E+13,23:06:07,23:09:40,4,0
2.01705E+13,17:35:39,17:38:28,3,0
2.01705E+13,19:46:18,19:49:17,2,0
2.01705E+13,07:04:00,07:07:40,4,0
2.01705E+13,12:47:58,12:52:55,2,0
2.01705E+13,18:39:23,18:41:39,1,0
2.01705E+13,05:02:57,05:06:43,4,0
2.01705E+13,08:26:36,08:30:03,2,0
2.01705E+13,13:48:10,13:52:07,2,0
2.01705E+13,22:22:52,22:26:42,2,0
2.01705E+13,13:55:12,13:56:59,2,0
2.01705E+13,15:07:39,15:12:10,3,0
2.01705E+13,05:00:30,05:02:52,2,0
2.01705E+13,11:41:35,11:43:33,3,0
2.01705E+13,02:33:03,02:34:53,2,0
2.01705E+13,22:37:33,22:42:02,3,0
2.01705E+13,05:18:24,05:18:47,1,0
2.01705E+13,13:03:17,13:04:30,2,0
2.01705E+13,04:28:50,04:31:57,3,0
2.01705E+13,08:42:37,08:45:27,3,0
2.01705E+13,05:17:36,05:19:42,3,0
2.01705E+13,04:01:30,04:05:15,1,0
2.01705E+13,17:29:33,17:33:06,4,0
2.01705E+13,11:33:17,11:36:26,3,0
2.01705E+13,18:34:46,18:35:36,2,0
2.01705E+13,20:19:37,20:24:05,2,0
2.01705E+13,00:06:33,00:09:26,1,0
2.01705E+13,01:33:49,01:37:05,1,0
2.01705E+13,08:08:25,08:10:20,5,0
2.01705E+13,05:08:02,05:11:35,2,1
2.01705E+13,04:05:27,04:08:23,3,0
2.01705E+13,08:17:41,08:19:21,3,0
2.01705E+13,18:40:09,18:44:19,3,0
2.01705E+13,18:17:28,18:20:32,3,0
2.01705E+13,01:16:54,01:20:13,1,0
2.01705E+13,04:32:29,04:36:27,2,0
2.01705E+13,10:28:27,10:30:20,3,0
2.01705E+13,10:22:00,10:26:59,1,0
2.01705E+13,16:42:09,16:45:30,4,0
2.01705E+13,15:58:10,16:00:04,2,0
2.01705E+13,16:43:35,16:47:42,2,1
2.01705E+13,01:11:17,01:13:49,3,0
2.01705E+13,19:25:28,19:27:11,1,0
2.01705E+13,02:20:37,02:22:23,1,0
2.01705E+13,12:42:17,12:43:46,3,0
2.01705E+13,05:13:20,05:16:01,4,0
2.01705E+13,01:35:10,01:38:58,2,0
2.01705E+13,03:28:58,03:32:56,3,0
2.01705E+13,09:45:53,09:48:23,3,0
2.01705E+13,17:08:59,17:13:06,3,0
2.01705E+13,04:44:09,04:48:53,2,0
2.01705E+13,13:20:15,13:23:09,1,0
2.01705E+13,20:57:35,20:59:10,4,0
2.01705E+13,12:57:58,13:01:57,1,0
2.01705E+13,11:50:03,11:54:04,2,0
2.01705E+13,11:27:34,11:30:37,3,0
2.01705E+13,00:00:56,00:02:08,4,0
2.01705E+13,21:00:56,21:03:28,2,0
2.01705E+13,05:28:17,05:30:27,2,0
2.01705E+13,18:56:58,18:59:45,1,0
2.01705E+13,20:42:22,20:45:28,3,0
2.01705E+13,14:14:39,14:17:46,2,0
2.01705E+13,05:57:13,06:00:28,3,0
2.01705E+13,18:21:09,18:23:44,4,0
2.01705E+13,01:47:57,01:49:33,3,0
2.01705E+13,07:50:20,07:52:21,1,0
2.01705E+13,06:18:54,06:21:45,3,0
2.01705E+13,05:02:14,05:04:08,3,0
2.01705E+13,00:43:04,00:45:05,2,0
2.01705E+13,06:05:51,06:08:56,0,1
2.01705E+13,04:34:15,04:36:43,1,0
2.01705E+13,13:58:47,14:03:15,4,0
2.01705E+13,16:43:25,16:45:32,3,1
2.01705E+13,09:35:11,09:38:56,4,0
2.01705E+13,12:45:47,12:48:21,3,0
2.01705E+13,11:53:16,11:54:52,2,0
2.01705E+13,12:33:42,12:35:41,3,0
2.01705E+13,04:47:51,04:51:29,1,0
2.01705E+13,06:18:28,06:22:42,2,1
2.01705E+13,17:57:28,17:59:18,1,0
2.01705E+13,22:22:03,22:24:21,3,0
2.01705E+13,15:29:48,15:31:59,4,1
2.01705E+13,14:57:11,15:00:47,4,0
2.01705E+13,21:39:41,21:42:35,2,0
2.01705E+13,07:34:16,07:38:00,1,1
2.01705E+13,13:27:09,13:31:34,2,1
2.01705E+13,12:28:25,12:30:56,3,0
2.01705E+13,09:12:04,09:15:29,3,0
2.01705E+13,17:59:05,18:01:50,3,0
2.01705E+13,11:23:04,11:26:23,2,0
2.01705E+13,09:50:17,09:53:12,1,0
2.01705E+13,09:25:48,09:27:52,3,0
2.01705E+13,17:03:59,17:09:02,1,0
2.01705E+13,10:48:37,10:50:50,2,0
2.01705E+13,02:02:27,02:06:18,1,0
2.01705E+13,18:15:33,18:19:00,2,0
2.01705E+13,14:27:10,14:30:29,1,0
2.01705E+13,00:13:04,00:15:35,2,0
2.01705E+13,20:50:43,20:54:02,4,0
2.01705E+13,15:57:14,16:00:59,3,0
2.01705E+13,08:42:08,08:44:16,4,0
2.01705E+13,22:56:26,22:58:37,1,1
2.01705E+13,11:49:50,11:51:58,2,0
2.01705E+13,12:50:42,12:54:50,2,0
2.01705E+13,23:11:09,23:12:49,1,0
2.01705E+13,02:31:52,02:33:39,2,0
2.01705E+13,02:35:22,02:38:36,1,1
2.01705E+13,06:03:46,06:06:10,3,0
2.01705E+13,13:12:35,13:15:21,2,0
2.01705E+13,06:41:49,06:45:00,2,1
2.01705E+13,01:10:06,01:12:20,3,0
2.01705E+13,06:11:20,06:14:28,2,0
2.01705E+13,00:18:14,00:21:05,4,1
2.01705E+13,10:57:45,11:00:19,3,1
2.01705E+13,20:31:16,20:32:59,1,0
2.01705E+13,22:37:41,22:39:12,1,0
2.01705E+13,05:36:30,05:40:08,2,0
2.01705E+13,07:20:54,07:24:33,3,0
2.01705E+13,17:28:54,17:32:43,3,0
2.01705E+13,02:06:17,02:10:38,2,0
2.01705E+13,15:04:36,15:08:01,3,0
2.01705E+13,21:50:59,21:56:17,2,0
2.01705E+13,09:19:30,09:21:56,2,0
2.01705E+13,07:10:58,07:13:32,3,0
2.01705E+13,21:29:20,21:32:20,3,0
2.01705E+13,08:38:18,08:41:36,3,0
2.01705E+13,08:04:53,08:07:52,3,0
2.01705E+13,05:31:51,05:36:35,1,0
2.01705E+13,01:54:17,01:57:29,2,1
2.01705E+13,07:39:53,07:42:27,0,0
2.01705E+13,17:41:46,17:44:43,3,0
2.01705E+13,02:57:47,03:00:41,3,0
2.01705E+13,06:00:07,06:03:29,2,0
2.01705E+13,00:18:57,00:22:56,0,0
2.01705E+13,17:01:51,17:03:43,3,0
2.01705E+13,23:40:13,23:43:48,0,0
2.01705E+13,17:38:15,17:40:48,3,1
2.01705E+13,12:44:41,12:50:26,3,0
2.01705E+13,17:54:21,17:57:41,1,0
2.01705E+13,12:34:09,12:36:38,1,0
2.01705E+13,03:21:35,03:25:22,4,0
2.01705E+13,08:47:29,08:52:16,2,0
2.01705E+13,22:04:21,22:07:09,4,0
2.01705E+13,07:50:57,07:53:46,3,1
2.01705E+13,15:45:52,15:50:23,4,0
2.01705E+13,00:18:00,00:21:11,3,0
2.01705E+13,13:34:15,13:36:42,3,0
2.01705E+13,17:14:37,17:17:12,3,0
2.01705E+13,21:30:29,21:34:12,2,0
2.01705E+13,20:00:32,20:04:35,2,0
2.01705E+13,00:56:05,00:59:50,3,0
2.01705E+13,12:16:00,12:19:38,4,0
2.01705E+13,21:53:42,21:56:22,1,0
2.01705E+13,20:09:18,20:11:36,4,0
2.01705E+13,09:15:43,09:17:39,3,0
2.01705E+13,01:15:18,01:19:36,3,0
2.01705E+13,03:04:06,03:07:51,2,0
2.01705E+13,13:17:00,13:18:45,2,0
2.01705E+13,14:45:44,14:48:25,2,0
2.01705E+13,08:20:40,08:23:15,0,0
2.01705E+13,13:26:07,13:29:48,2,0
2.01705E+13,11:48:45,11:52:23,4,0
2.01705E+13,15:16:50,15:19:58,4,0
2.01705E+13,15:56:38,16:00:16,2,0
2.01705E+13,13:42:27,13:46:53,4,0
2.01705E+13,12:58:12,13:02:02,5,1
2.01705E+13,19:54:29,19:58:16,3,0
2.01705E+13,13:57:24,13:59:28,1,0
2.01705E+13,05:43:45,05:45:38,3,0
2.01705E+13,03:07:04,03:09:35,4,0
2.01705E+13,02:21:40,02:23:38,1,0
2.01705E+13,15:12:19,15:15:14,2,0
2.01705E+13,18:10:05,18:12:27,3,0
2.01705E+13,01:35:58,01:39:06,5,0
2.01705E+13,07:54:50,07:57:11,2,0
2.01705E+13,02:53:08,02:56:25,2,0
2.01705E+13,08:15:23,08:18:46,3,0
2.01705E+13,04:50:00,04:53:07,4,0
2.01705E+13,01:52:17,01:53:44,4,0
2.01705E+13,23:12:04,23:13:59,2,0
2.01705E+13,22:14:02,22:16:00,3,0
2.01705E+13,09:39:05,09:42:04,1,1
2.01705E+13,04:04:15,04:07:24,2,0
2.01705E+13,09:28:42,09:32:26,3,1
2.01705E+13,00:04:01,00:06:33,2,0
2.01705E+13,06:40:37,06:43:31,5,0
2.01705E+13,10:57:52,10:59:38,1,0
2.01705E+13,04:51:01,04:54:12,2,0
2.01705E+13,09:27:54,09:30:20,3,0
2.01705E+13,15:29:41,15:32:54,2,0
2.01705E+13,07:19:45,07:20:49,2,0
2.01705E+13,15:38:18,15:41:47,3,0
2.01705E+13,03:04:39,03:07:15,2,0
2.01705E+13,15:59:55,16:03:50,4,0
2.01705E+13,18:04:21,18:08:06,1,0
2.01705E+13,23:47:20,23:50:28,2,0
2.01705E+13,12:45:54,12:48:29,3,0
2.01705E+13,16:37:54,16:39:29,3,0
2.01705E+13,03:07:30,03:10:45,5,0
2.01705E+13,18:00:07,18:02:47,2,0
2.01705E+13,21:46:45,21:50:36,2,0
2.01705E+13,05:59:54,06:02:43,3,0
2.01705E+13,05:28:02,05:31:02,3,1
2.01705E+13,12:23:49,12:26:01,1,0
2.01705E+13,00:20:46,00:25:47,2,0
2.01705E+13,03:38:16,03:43:29,3,0
2.01705E+13,04:19:41,04:22:08,4,1
2.01705E+13,06:50:20,06:52:43,1,1
2.01705E+13,05:18:00,05:19:47,2,0
2.01705E+13,00:04:28,00:08:10,3,0
2.01705E+13,17:08:21,17:10:58,3,0
2.01705E+13,23:16:04,23:17:58,3,0
2.01705E+13,00:58:56,01:01:40,2,0
2.01705E+13,07:40:56,07:45:30,2,0
2.01705E+13,18:23:06,18:26:59,2,1
2.01705E+13,21:30:31,21:34:24,2,0
2.01705E+13,11:52:43,11:55:15,2,0
2.01705E+13,07:03:09,07:04:26,3,0
2.01705E+13,19:50:02,19:54:44,4,1
2.01705E+13,23:53:16,23:57:08,4,1
2.01705E+13,15:10:44,15:13:04,2,0
2.01705E+13,11:07:52,11:10:54,2,0
2.01705E+13,04:56:50,05:00:01,2,0
2.01705E+13,16:38:41,16:41:30,2,0
2.01705E+13,13:09:11,13:12:17,1,0
2.01705E+13,03:08:46,03:11:25,1,0
2.01705E+13,13:14:43,13:17:56,3,0
2.01705E+13,08:26:56,08:28:33,1,0
2.01705E+13,03:50:37,03:52:50,2,0
2.01705E+13,18:32:52,18:36:51,3,0
2.01705E+13,16:30:13,16:33:38,3,1
2.01705E+13,15:01:42,15:03:41,4,0
2.01705E+13,06:57:03,07:00:21,3,0
2.01705E+13,15:42:51,15:44:14,3,0
2.01705E+13,14:47:09,14:51:59,4,0
2.01705E+13,17:01:07,17:04:01,4,0
2.01705E+13,08:20:18,08:23:20,4,0
2.01705E+13,20:20:02,20:24:20,3,0
2.01705E+13,13:36:20,13:39:17,2,0
2.01705E+13,08:02:56,08:06:10,2,0
2.01705E+13,18:25:21,18:27:29,3,0
2.01705E+13,11:08:27,11:11:27,2,0
2.01705E+13,01:12:36,01:16:50,2,1
2.01705E+13,14:49:25,14:53:25,1,1
2.01705E+13,03:43:57,03:46:56,1,0
2.01705E+13,08:37:51,08:40:32,2,0
2.01705E+13,07:12:47,07:15:28,2,0
2.01705E+13,01:30:31,01:34:25,4,1
2.01705E+13,22:34:45,22:37:27,2,0
2.01705E+13,22:02:21,22:05:18,3,0
2.01705E+13,19:15:04,19:20:13,5,0
2.01705E+13,04:29:00,04:30:35,3,1
2.01705E+13,08:17:50,08:22:13,2,0
2.01705E+13,17:09:26,17:11:27,3,0
2.01705E+13,01:34:51,01:36:48,3,0
2.01705E+13,16:47:14,16:49:54,2,1
2.01705E+13,14:40:06,14:42:24,2,0
2.01705E+13,14:39:52,14:44:03,1,0
2.01705E+13,14:33:06,14:36:54,1,0
2.01705E+13,16:23:37,16:27:34,3,0
2.01705E+13,09:29:37,09:32:49,2,0
2.01705E+13,07:20:16,07:23:30,2,1
2.01705E+13,01:58:22,02:00:45,2,0
2.01705E+13,01:23:52,01:26:12,2,0
2.01705E+13,23:01:23,23:05:05,2,0
2.01705E+13,02:28:43,02:32:47,3,0
2.01705E+13,19:21:46,19:25:09,2,0
2.01705E+13,09:11:54,09:13:25,4,0
2.01705E+13,01:57:41,02:02:36,2,0
2.01705E+13,12:54:07,12:57:31,3,1
2.01705E+13,15:28:01,15:30:42,3,0
2.01705E+13,03:25:18,03:26:31,3,0
2.01705E+13,07:51:29,07:53:52,2,1
2.01705E+13,08:35:00,08:40:03,2,0
2.01705E+13,14:37:34,14:39:28,3,0
2.01705E+13,16:45:37,16:47:49,1,1
2.01705E+13,00:20:35,00:23:28,2,0
2.01705E+13,10:35:17,10:40:22,5,0
2.01705E+13,08:00:06,08:02:23,1,0
2.01705E+13,17:18:17,17:18:51,3,0
2.01705E+13,03:24:08,03:25:40,3,0
2.01705E+13,08:44:31,08:47:39,3,0
2.01705E+13,17:57:04,18:00:25,3,0
2.01705E+13,20:41:09,20:43:16,2,0
2.01705E+13,22:32:37,22:35:59,2,0
2.01705E+13,11:50:38,11:53:10,1,0
2.01705E+13,17:01:08,17:01:35,1,0
2.01705E+13,01:55:08,01:59:02,3,0
2.01705E+13,17:32:56,17:36:13,0,0
2.01705E+13,13:05:02,13:07:22,3,1
2.01705E+13,09:39:18,09:41:46,3,0
2.01705E+13,10:03:42,10:06:53,1,0
2.01705E+13,10:32:09,10:36:11,2,0
2.01705E+13,14:21:09,14:24:20,3,0
2.01705E+13,02:00:16,02:03:09,2,0
2.01705E+13,11:22:44,11:26:26,4,0
2.01705E+13,10:06:57,10:09:42,2,0
2.01705E+13,18:00:06,18:04:37,4,0
2.01705E+13,06:17:57,06:21:39,2,0
2.01705E+13,21:58:43,22:02:07,2,0
2.01705E+13,18:20:49,18:24:16,3,0
2.01705E+13,11:32:00,11:34:25,2,0
2.01705E+13,01:41:25,01:43:29,1,0
2.01705E+13,09:44:48,09:48:01,6,0
2.01705E+13,15:49:27,15:52:21,2,0
2.01705E+13,00:52:21,00:54:36,2,0
2.01705E+13,08:37:53,08:38:29,2,0
2.01705E+13,10:05:55,10:09:47,2,0
2.01705E+13,16:50:20,16:52:42,4,1
2.01705E+13,20:05:00,20:06:19,3,0
2.01705E+13,22:05:09,22:07:10,3,0
2.01705E+13,06:35:39,06:40:24,5,0
